,accuracy,accuracy_std,accuracy_train,complexity,complexity_final,epsilon,eqOpTrue_train,eqOpFalse_train,accTrue_train,accFalse_train,eqOpTrue,eqOpFalse,accTrue,accFalse,hamming,hamming_pos,hamming_neg,hamming_tr,hamming_pos_tr,hamming_neg_tr,hamming_True,hamming_pos_True,hamming_neg_True,hamming_tr_True,hamming_pos_tr_True,hamming_neg_tr_True,hamming_False,hamming_pos_False,hamming_neg_False,hamming_tr_False,hamming_pos_tr_False,hamming_neg_tr_False,hamGap_std,hamGap_pos_std,hamGap_neg_std,ip,eps_test,acc_diff,eps_train,acc_diff_train
0,0.8195,0.005752777107140893,0.8206851851851852,10.0,8.8,0.01,0.3306512556663941,0.32785436661178846,0.803331407109942,0.8320762913318059,0.3243730595945244,0.32485332486584345,0.8017821410594463,0.8312009513564049,0.18063333333333334,0.6752858762094611,0.04015276907442606,0.17942592592592593,0.6709346077955868,0.039823740893256424,0.1984653867336869,0.6756269404054756,0.046567249321825224,0.19684636279052217,0.6693487443336059,0.04626781046934093,0.1688551024552541,0.6751466751341565,0.03617488749242165,0.16799115654620622,0.6721456333882115,0.03577589067377998,0.01624116490981957,0.01029181837781514,0.008333679250424494,4844.5,0.00048026527131905805,0.029418810296958586,0.0027968890546056224,0.028744884221863942
1,0.8194666666666667,0.006166576575918499,0.8208925925925925,15.0,14.2,0.01,0.334522709026844,0.3316017149673776,0.8034059116015471,0.8323706770339226,0.3282500625687507,0.3290400087847835,0.8020174413502478,0.8309725728918231,0.1806,0.6711832338798175,0.04126564760687032,0.17918148148148144,0.6671336729386408,0.040589401505525396,0.19814839612902257,0.6717499374312494,0.047353724158638304,0.19670634578272791,0.665477290973156,0.04731578403186977,0.16902742710817678,0.6709599912152165,0.03750010688690088,0.16767841864589988,0.6683982850326224,0.03636422276855721,0.01518303994157618,0.01177365227864484,0.008904961508787966,4837.9,0.0007899462160327886,0.028955131541575363,0.0029209940594663864,0.028964765432375583
2,0.8194666666666667,0.0061104646122678435,0.8211555555555556,20.0,19.6,0.01,0.33545012848032435,0.33153786475516067,0.8037613317546011,0.8325732001140201,0.3302478743896672,0.32822284465886814,0.8023545371983232,0.8307453369058628,0.18073333333333336,0.6707295974938898,0.041564831340883276,0.1789740740740741,0.6667683440274408,0.040427937972728534,0.19781130028094707,0.6697521256103327,0.047541969436957786,0.19642574229772422,0.6645498715196755,0.04724448073499267,0.16947755587073116,0.6717771553411318,0.03786526294004583,0.1675188224362111,0.6684621352448394,0.03614645159249755,0.014841118751447379,0.01212804098069842,0.008611621504591918,4832.3,0.002025029730799044,0.02839079970753966,0.003912263725163678,0.02881186835941907
3,0.8198000000000001,0.005814158962777365,0.8207074074074073,10.0,8.8,0.05,0.33460974913295827,0.33054747108056615,0.8036675101815506,0.8318921179632751,0.3295391112550411,0.3290199915325101,0.8020370263610606,0.8315300791677052,0.18033333333333335,0.6707057235377055,0.04104829146248576,0.1793925925925926,0.6676910030472168,0.04070389694254516,0.19821050143207267,0.670460888744959,0.04778137735714531,0.19649158732604638,0.6653902508670417,0.04706938896237335,0.16852597464395402,0.6709800084674898,0.036869814525083214,0.16816919080245277,0.6694525289194339,0.036705402679976726,0.016121952234403547,0.009509389062109318,0.008642190425356926,4843.6,0.0005191197225309918,0.029493052806644604,0.004062278052392121,0.02822460778172453
4,0.8196666666666665,0.00621288982680363,0.820962962962963,15.0,14.2,0.05,0.33629057989540667,0.3327854971514557,0.8036486527088199,0.8323277032479321,0.3312020920890459,0.3290400087847835,0.8026971354878858,0.8308628636213898,0.18040000000000003,0.669961859834016,0.0413509354533522,0.1791185185185185,0.665695786297611,0.04091767592390876,0.19746870199138453,0.6687979079109541,0.047353724158638304,0.1964729408718886,0.6637094201045933,0.04757475554500333,0.16913713637861014,0.6709599912152165,0.03763909229343319,0.1677275315441748,0.6672145028485443,0.03673602757103592,0.016252415773029914,0.011891753282158758,0.008816507398108431,4836.2,0.0021620833042623744,0.028165728133504042,0.003505082743950949,0.02867905053911224
5,0.8195666666666666,0.006130162223700831,0.8212074074074074,20.0,19.7,0.05,0.33629046810621355,0.33153505542336814,0.8040227609180404,0.832487218584685,0.3314487662572431,0.3269473344547865,0.8025165436741839,0.8307991188811839,0.1806666666666667,0.6709851813219927,0.04139205467123612,0.17894444444444443,0.6664043832312708,0.040494815735378574,0.19782053684925407,0.6685512337427568,0.047876875239975726,0.19619230606028676,0.6637095318937863,0.04720871209305969,0.1693689192601934,0.6730526655452136,0.03738217115260622,0.16762323488534075,0.668464944576632,0.03627793430825783,0.01606579337938208,0.013161177646863274,0.008887410407027741,4831.5,0.004501431802456601,0.02828257520699995,0.004755412682845406,0.028464457666644627
6,0.8198000000000001,0.005814158962777365,0.8207074074074073,10.0,8.8,0.1,0.33460974913295827,0.33054747108056615,0.8036675101815506,0.8318921179632751,0.3295391112550411,0.3290199915325101,0.8020370263610606,0.8315300791677052,0.18033333333333335,0.6707057235377055,0.04104829146248576,0.1793925925925926,0.6676910030472168,0.04070389694254516,0.19821050143207267,0.670460888744959,0.04778137735714531,0.19649158732604638,0.6653902508670417,0.04706938896237335,0.16852597464395402,0.6709800084674898,0.036869814525083214,0.16816919080245277,0.6694525289194339,0.036705402679976726,0.016121952234403547,0.009509389062109318,0.008642190425356926,4843.6,0.0005191197225309918,0.029493052806644604,0.004062278052392121,0.02822460778172453
7,0.8196666666666665,0.00621288982680363,0.820962962962963,15.0,14.2,0.1,0.33629057989540667,0.3327854971514557,0.8036486527088199,0.8323277032479321,0.3312020920890459,0.3290400087847835,0.8026971354878858,0.8308628636213898,0.18040000000000003,0.669961859834016,0.0413509354533522,0.1791185185185185,0.665695786297611,0.04091767592390876,0.19746870199138453,0.6687979079109541,0.047353724158638304,0.1964729408718886,0.6637094201045933,0.04757475554500333,0.16913713637861014,0.6709599912152165,0.03763909229343319,0.1677275315441748,0.6672145028485443,0.03673602757103592,0.016252415773029914,0.011891753282158758,0.008816507398108431,4836.2,0.0021620833042623744,0.028165728133504042,0.003505082743950949,0.02867905053911224
8,0.8198000000000001,0.006130434097372065,0.8212148148148148,20.0,19.7,0.1,0.3365960560862202,0.3322500466111811,0.8040225957595213,0.8324994866875342,0.3328863137433441,0.32794736256520424,0.8031160643965178,0.8308029682099036,0.18036666666666668,0.6698128687655338,0.041351484375078455,0.17892592592592593,0.6658657483251165,0.04062301134907936,0.1971347348499573,0.6671136862566559,0.047439792109393905,0.19617377509969702,0.6634039439137798,0.04728082057353422,0.16930882696184474,0.6720526374347958,0.037582577427678336,0.16760479717407534,0.6677499533888189,0.036440969538999946,0.015646421590741085,0.012585648496776184,0.008769191351345261,4831.0,0.004938951178139861,0.027686903813385788,0.004346009475039048,0.028476890928012866
9,0.8198000000000001,0.005814158962777365,0.8207074074074073,10.0,8.8,0.5,0.33460974913295827,0.33054747108056615,0.8036675101815506,0.8318921179632751,0.3295391112550411,0.3290199915325101,0.8020370263610606,0.8315300791677052,0.18033333333333335,0.6707057235377055,0.04104829146248576,0.1793925925925926,0.6676910030472168,0.04070389694254516,0.19821050143207267,0.670460888744959,0.04778137735714531,0.19649158732604638,0.6653902508670417,0.04706938896237335,0.16852597464395402,0.6709800084674898,0.036869814525083214,0.16816919080245277,0.6694525289194339,0.036705402679976726,0.016121952234403547,0.009509389062109318,0.008642190425356926,4843.6,0.0005191197225309918,0.029493052806644604,0.004062278052392121,0.02822460778172453
10,0.8196666666666665,0.00621288982680363,0.820962962962963,15.0,14.2,0.5,0.33629057989540667,0.3327854971514557,0.8036486527088199,0.8323277032479321,0.3312020920890459,0.3290400087847835,0.8026971354878858,0.8308628636213898,0.18040000000000003,0.669961859834016,0.0413509354533522,0.1791185185185185,0.665695786297611,0.04091767592390876,0.19746870199138453,0.6687979079109541,0.047353724158638304,0.1964729408718886,0.6637094201045933,0.04757475554500333,0.16913713637861014,0.6709599912152165,0.03763909229343319,0.1677275315441748,0.6672145028485443,0.03673602757103592,0.016252415773029914,0.011891753282158758,0.008816507398108431,4836.2,0.0021620833042623744,0.028165728133504042,0.003505082743950949,0.02867905053911224
