,accuracy,accuracy_std,accuracy_train,complexity,complexity_final,epsilon,eqOpTrue_train,eqOpFalse_train,accTrue_train,accFalse_train,eqOpTrue,eqOpFalse,accTrue,accFalse,ip,eps_test,acc_diff,eps_train,acc_diff_train
0,0.8302568876409835,0.004341169385583684,0.8340618916911359,100.0,99.6,0.01,0.5477065731219131,0.5426453309329853,0.793611227516973,0.9158957899762212,0.5424430054592212,0.5281293434409956,0.7899971795527047,0.9118145657643882,4933.7,0.014313662018225592,0.12181738621168359,0.005061242188927784,0.12228456245924824
1,0.8294584184206535,0.004489574715064402,0.8327822402911979,60.0,59.2,0.01,0.5537994618582902,0.5510299485029828,0.792810715032579,0.9136480437839832,0.550764638009574,0.5386463921082947,0.7894978850634611,0.910379360527864,4983.9,0.012118245901279301,0.12088147546440287,0.002769513355307396,0.12083732875140418
2,0.8292434495650646,0.004313290030978674,0.8334135351402029,80.0,78.2,0.01,0.5517511519493402,0.5489663863566452,0.7934227760378274,0.9143182916321921,0.5453310152970741,0.532108537974647,0.7887649196130004,0.9112550526461666,4953.4,0.013222477322427095,0.12249013303316614,0.0027847655926950265,0.12089551559436473
3,0.8305947631976185,0.004949002931950636,0.8349388759561938,100.0,99.4,0.05,0.5546974199926582,0.5124621427356144,0.7946259139754425,0.9164935216165372,0.5481357342171418,0.4929957129034846,0.7903157817567886,0.9121534573308369,4921.8,0.055140021313657195,0.12183767557404823,0.04223527725704379,0.12186760764109472
4,0.8281993272475312,0.0030407934695400084,0.8327071697575879,60.0,59.4,0.05,0.5424765455150329,0.5009678199414307,0.7917855543370919,0.9154942287874561,0.5361092302636642,0.47962043204440635,0.7875248681146063,0.9105792582556548,4967.2,0.05648879821925784,0.12305439014104846,0.04150872557360219,0.12370867445036426
5,0.8288441772361022,0.005162279520054076,0.8340141161775694,80.0,79.0,0.05,0.5512101884018438,0.5098607013912634,0.7938816232204937,0.9152051412180814,0.5431796735592391,0.4901868331808402,0.7882096872734231,0.9111034195408798,4940.7,0.05299284037839891,0.1228937322674567,0.04134948701058039,0.12132351799758767
6,0.8309018979344431,0.005972730235695418,0.8350890224964616,100.0,99.4,0.1,0.5628233839832331,0.481552238717355,0.7951053459274232,0.9159779885998164,0.5565946939265182,0.464172302267186,0.7908662285701964,0.9119400167207224,4911.3,0.09242239165933219,0.12107378815052605,0.08127114526587809,0.12087264267239317
7,0.8281685581386226,0.0071793753275381355,0.8335978036869521,60.0,59.2,0.1,0.5521642519163364,0.46364753097406447,0.7935709071410549,0.9145761002313062,0.5380182412622296,0.44245571919798143,0.7870307494616858,0.9114600124083673,4955.1,0.0955625220642482,0.12442926294668144,0.08851672094227198,0.12100519309025126
8,0.8296119905039155,0.004946419732289206,0.8343587698228545,80.0,79.1,0.1,0.5614936744243681,0.4720921263980721,0.7942079555653876,0.9155866138339126,0.5539928668793606,0.44921779928850036,0.7890317382157784,0.9117321845482239,4928.9,0.1047750675908602,0.12270044633244548,0.08940154802629607,0.12137865826852501
9,0.8298576718902172,0.005123257994594426,0.8352050436532608,100.0,99.1,0.5,0.56289660536604,0.45898362379960583,0.7953907151310449,0.9157508674211913,0.5533960289989226,0.44101723464683495,0.7895379361366016,0.9114726803891461,4908.8,0.11237879435208764,0.12193474425254447,0.10391298156643419,0.1203601522901464
