,accuracy,accuracy_std,accuracy_train,complexity,complexity_final,epsilon,eqOpTrue_train,eqOpFalse_train,accTrue_train,accFalse_train,eqOpTrue,eqOpFalse,accTrue,accFalse,hamming,hamming_pos,hamming_neg,hamming_tr,hamming_pos_tr,hamming_neg_tr,hamming_True,hamming_pos_True,hamming_neg_True,hamming_tr_True,hamming_pos_tr_True,hamming_neg_tr_True,hamming_False,hamming_pos_False,hamming_neg_False,hamming_tr_False,hamming_pos_tr_False,hamming_neg_tr_False,ip,eps_test,acc_diff,eps_train,acc_diff_train
0,0.7876228501228502,0.005939520763456309,0.7893704146050162,100.0,100.125,0.01,0.1427705377881705,0.15119123035326368,0.7330165333528689,0.9033867859130715,0.13910556923391504,0.14249454567465103,0.732319498665583,0.8993802977187619,0.21283783783783783,0.8603911316128352,0.00803121978967597,0.21086418699880566,0.8559563354424886,0.006180627517670921,0.2683052303302236,0.8608944307660849,0.00948408375355183,0.26723871014139233,0.8572294622118295,0.00719094975326883,0.10073696306923054,0.857505454325349,0.005688822276473809,0.09680630822954815,0.8488087696467363,0.004589252440918088,6182.5,0.0033889764407359912,0.16706079905317894,0.008420692565093174,0.17037025256020266
1,0.7879299754299754,0.005650604881134574,0.7897159187851903,110.0,110.0,0.01,0.14543822430479733,0.1462317545248496,0.7336858953106553,0.9030765915081973,0.1425149403239646,0.13519302257694893,0.7330736283704662,0.8988356249318876,0.21249232186732187,0.8586464351460508,0.0081316844082632,0.2105314792697492,0.8544322067020799,0.006225575378425164,0.2674946162150377,0.8574850596760353,0.009816093002380902,0.26658203960364935,0.8545617756952026,0.007420300215879328,0.10128163585610483,0.8648069774230511,0.0054125839481202484,0.09712925900935285,0.8537682454751504,0.00434234648214307,6175.75,0.007321917747015683,0.16576199656142143,0.0007935302200522687,0.169390696197542
2,0.7885058353808354,0.005965148146349137,0.7887220610817267,60.0,64.625,0.01,0.1409373518735133,0.1454295440523818,0.7323727922858909,0.9027285703730148,0.14160920425501572,0.14116645663013977,0.7332489969907474,0.900193664832756,0.2118396805896806,0.8584608647351408,0.007324806435843268,0.21155519535915374,0.8583818726365116,0.0063209767775316665,0.26720766100732335,0.8583907957449843,0.008989056986881384,0.26790801584122437,0.8590626481264867,0.007347156009548276,0.0999235959552364,0.8588335433698602,0.004639862331397222,0.09754157972220885,0.8545704559476182,0.0047041100947599725,6210.625,0.0004427476248759499,0.16694466784200857,0.0044921921788684815,0.17035577808712388
3,0.7885442260442261,0.00567766632289194,0.7889651936529603,70.0,70.75,0.01,0.14108558215961042,0.14966260694810662,0.7325067978319043,0.9031947498892161,0.14176550028163493,0.14648907336488204,0.7334175132052455,0.8999843517590314,0.21187807125307126,0.8575053880292091,0.00767501561634171,0.21126514246715578,0.8576218240151778,0.0061806255018978335,0.2671520625886698,0.8582344997183651,0.008990398134600295,0.267716477633121,0.8589144178403896,0.007135654151987993,0.10013290902896116,0.853510926635118,0.005520840198408195,0.09704997926705217,0.8503373930518934,0.00467584698960531,6200.125,0.004723573083247112,0.16656683855378585,0.008577024788496201,0.1706879520573118
4,0.7884674447174447,0.006002217853560535,0.7892851049308991,80.0,85.625,0.01,0.142815236596779,0.15133264511573535,0.7329595469266914,0.9032438019790622,0.14270832133278527,0.146328616545943,0.7331905315038864,0.9002119714481448,0.21203163390663393,0.8567356867432063,0.008135891795719689,0.21105186828186318,0.8558998842925143,0.006444500605342097,0.2674355287003317,0.8572916786672147,0.009810944145949064,0.26739787097099255,0.857184763403221,0.007439071921741955,0.10002513593620435,0.853671383454057,0.005435658847770836,0.0970520882161891,0.8486673548842646,0.004876958654085209,6194.5,0.003620295213157737,0.16702143994425844,0.008517408518956354,0.17028425505237077
5,0.7881219287469288,0.0058241306187073,0.7894514587954273,90.0,90.125,0.01,0.14400366736896728,0.1476329691707877,0.733227255768722,0.903205841943237,0.14285042854468027,0.13854102188291462,0.7330129431353415,0.8994929876643716,0.21222358722358722,0.8578574127086667,0.008031824811914579,0.21077461184098276,0.8554400331867689,0.006225557208156719,0.2674437148627292,0.8571495714553197,0.00989860993973672,0.26700880493027135,0.8559963326310327,0.007402186936025849,0.10062427312362084,0.8614589781170854,0.0050292238486538444,0.09700010302670434,0.8523670308292123,0.004372486937035593,6186.25,0.004309406661765658,0.1664800445290301,0.003629301801820417,0.169978586174515
6,0.8171068796068796,0.0037141850806043696,0.8205681624296195,100.0,105.875,0.05,0.34956139103670625,0.325724819612374,0.7749740490763988,0.9128134980071092,0.34509897683861745,0.31829935243557567,0.7725622121369278,0.9071523700398498,0.1853117321867322,0.6590565350010628,0.03550389923351773,0.18130865040095548,0.654019110930735,0.03132650531058721,0.23030419128107615,0.6549010231613825,0.044863040667614776,0.2273007964040695,0.6504386089632938,0.040799437662615796,0.09433248265522175,0.6817006475644243,0.020601922680341292,0.08825870964170428,0.6742751803876259,0.016391932662938972,5311.75,0.02679962440304179,0.13459015790292206,0.023836571424332265,0.13783944893071043
7,0.8176059582309583,0.003756600466596457,0.8211098788602627,110.0,130.25,0.05,0.3531096382053917,0.33496559265544545,0.7755724664861388,0.9132385209335931,0.3467259672716835,0.33191544049758576,0.7727985358770473,0.9082360170076843,0.18630988943488946,0.6555821785674585,0.037845399759946136,0.1819484729568333,0.6496054556818831,0.03357736466867314,0.23176659619842227,0.6532740327283165,0.047620326078943634,0.22827933426009336,0.6468903617946082,0.04378057327955477,0.09438167361061868,0.6680845595024143,0.02230686993360706,0.08820841864199569,0.6650344073445545,0.017482104325217185,5304.375,0.014810526774097721,0.13543748113063703,0.018144045549946253,0.1376660544474544
8,0.8173372235872236,0.00625803141101933,0.8196681453676846,60.0,71.625,0.05,0.352536435268132,0.32012347488155046,0.774672905810058,0.910699356802642,0.3482397391253639,0.31515574182990247,0.773742831527229,0.9055154677745771,0.18588759213759215,0.6570668347483217,0.03681099535366095,0.18363333902064494,0.6523137407131999,0.03493496313007535,0.23005152288501055,0.6517602608746361,0.04588043786753435,0.22924481483902392,0.6474635647318681,0.0449084031913529,0.09654224425987953,0.6848442581700975,0.022350460468675493,0.09135419176588225,0.6798765251184495,0.01920816000256037,5367.25,0.03308399729546141,0.13177263624734814,0.032412960386581535,0.13602645099258404
9,0.8172988329238329,0.006912771712016478,0.8202311892168572,70.0,91.75,0.05,0.3532997263972696,0.3285981937436258,0.7750392791434595,0.9116661268773183,0.35030718705597347,0.3245023856228332,0.7733704351314452,0.9060775346227883,0.18619471744471744,0.6536680796055783,0.03840684020246444,0.1833347551612353,0.6504096031394513,0.035134208441091774,0.23102675114325077,0.6496928129440265,0.04829499922648618,0.229372712534955,0.6467002736027304,0.045421203045465,0.09556175050405152,0.6754976143771668,0.022649184337896963,0.09018969837766236,0.6714018062563742,0.018917711798353262,5349.125,0.02580480143314029,0.13270709949134307,0.024701532653643776,0.1366268477338588
10,0.8163390663390664,0.004241777431490538,0.8203634192117386,80.0,93.0,0.05,0.3548452005643399,0.32506414418970764,0.7751527932188458,0.9118331781124647,0.3453211286732022,0.31252354995243165,0.772062388269497,0.9058689915957453,0.18638667076167076,0.6598489859015948,0.036612279172652654,0.18234942842518342,0.6496136692882806,0.03409657703761043,0.23160526306382562,0.6546788713267978,0.04675212730210483,0.22837853188051574,0.6451547994356601,0.04468575953101092,0.09494611801585896,0.6874764500475683,0.02052224004813831,0.08922394911077919,0.6749358558102923,0.017399421137367064,5334.375,0.03279757872077055,0.13380660332624827,0.029781056374632242,0.1366803848936189
11,0.8177979115479116,0.004288084154005881,0.8200733663197407,90.0,91.5,0.05,0.34692505741243795,0.3155711611818889,0.7743944495509852,0.9124904940868308,0.34318650372916454,0.31515633923394715,0.7730265648628317,0.9083446052411692,0.1840448402948403,0.6610214358569985,0.03324181847546514,0.1816200307114827,0.6577818660231199,0.030538787931232703,0.22931850652411245,0.6568134962708355,0.042634552040330204,0.2277660310243557,0.653074942587562,0.040304148782231174,0.09246901767223124,0.6848436607660529,0.01829500085562693,0.08825769341463599,0.6844288388181111,0.015143031585731683,5321.25,0.02803016449521739,0.1353180403783375,0.03135389623054907,0.13809604453584556
12,0.8280866093366093,0.0037038535304644814,0.8317821190923051,100.0,129.375,0.1,0.5082961007478857,0.41897808215954035,0.7908379891886481,0.914621976465553,0.5003366319838434,0.409986783440922,0.7871471844204967,0.9108819529365317,0.1778639434889435,0.5135482787655612,0.07166741494675741,0.17353267360518684,0.5051143937285723,0.06833385929726096,0.21997620877908058,0.49966336801615674,0.0976542114454407,0.21592428375239495,0.4917038992521144,0.09439303994490815,0.09267757228688711,0.590013216559078,0.03042535917482033,0.08776536307529992,0.5810219178404596,0.027256343089171242,4998.875,0.09034984854292138,0.12373476851603504,0.08931801858834532,0.12378398727690487
13,0.828125,0.004213714163250131,0.8320892339191264,110.0,151.25,0.1,0.5171936848792913,0.4484303499872039,0.7912084912029606,0.9148042371982712,0.5086022766065563,0.44055400734379635,0.7873025779360114,0.9106509925142904,0.18166461916461918,0.5018997043531577,0.0805516694933971,0.1767701757379287,0.4931255555022987,0.07638087025703273,0.22524301419509452,0.4913977233934437,0.10910884886942748,0.21969436566763206,0.48280631512070865,0.10371544947930114,0.0934542715679462,0.5594459926562037,0.035151822443771616,0.08993359762530724,0.5515696500127961,0.033300431963451546,4990.875,0.06804826926275998,0.12334841457827894,0.06876333489208741,0.12359574599531065
14,0.8285856879606879,0.0032879535680943434,0.8301569698003755,60.0,92.5,0.1,0.5058347874978512,0.4344744440545586,0.7888737247294679,0.9136805831902367,0.49973714707905,0.42251054026288265,0.7874855907018481,0.9116896157586185,0.1789004914004914,0.5121712281342978,0.07353630003679078,0.17660382187340046,0.5048761633497498,0.07244742170671813,0.22212897818606336,0.50026285292095,0.10073204559475202,0.21950335341814453,0.49416521250214884,0.09843704651663723,0.09142672980662987,0.5774894597371174,0.03036542554727367,0.08981291636767902,0.5655255559454414,0.031468318387110186,5049.375,0.07722660681616733,0.12420402505677042,0.07136034344329256,0.12480685846076878
15,0.8272420147420148,0.003656597327945543,0.8299351646476711,70.0,77.125,0.1,0.49214243919019973,0.4013913443048674,0.7885496155715327,0.9136698492001737,0.4856434165222019,0.39442218291394937,0.7858261173532493,0.910978568455522,0.1761747542997543,0.5284331756104195,0.06475994555874742,0.1728203378263095,0.5214764046399207,0.06220294836586041,0.21855211305046418,0.5143565834777981,0.0893604049903613,0.2148900012992752,0.5078575608098003,0.08576368880636526,0.0904988904625518,0.6055778170860506,0.02583752560210171,0.08770020438556092,0.5986086556951326,0.02504293011829778,5031.5,0.09122123360825252,0.1251524511022728,0.09075109488533234,0.125120233628641
16,0.8275107493857494,0.00407718966915364,0.8314408803958369,80.0,119.25,0.1,0.5078349249347821,0.43330479045032555,0.7907743752418825,0.91372157957055,0.5020808101889483,0.41487092561668815,0.7872154649116762,0.9090302979160729,0.18135749385749386,0.5114453832802608,0.07702811395696986,0.17687254734686914,0.5033467654258823,0.07328311421565589,0.2232029872395436,0.49791918981105165,0.103212406913947,0.21813260837631626,0.49216507506521795,0.09735220045582436,0.09661239337077421,0.5851290743833119,0.03535936140628132,0.09338953015713274,0.5666952095496745,0.03533565877740756,5018.25,0.0872098845722602,0.12181483300439677,0.07453013448445656,0.12294720432866746
17,0.8276259213759214,0.00322390153182079,0.8308181197747825,90.0,94.75,0.1,0.4978181948146776,0.40360284136337643,0.7894868137737421,0.9144436072611787,0.49045365274109903,0.3886010601631495,0.7871815361292482,0.9093083244135717,0.175752457002457,0.5253057142811107,0.06522246720391395,0.17186060399249276,0.5163157598340761,0.06257231723736421,0.21713364113415023,0.509546347258901,0.08944192348378799,0.2141194225600644,0.5021818051853224,0.08715324500954737,0.09217321582560514,0.6113989398368505,0.026925423684474883,0.08635676805298058,0.5963971586366235,0.023811465831679698,5008.125,0.10185259257794954,0.12212678828432344,0.09421535345130116,0.1249567934874366
18,0.8312346437346436,0.005591873911558089,0.8337314451458795,100.0,99.375,0.5,0.554960104116778,0.45961818602160465,0.7932013922409575,0.9157295331888043,0.5471970987272495,0.4391538658116124,0.7912833560695519,0.9119359979325103,0.17214373464373467,0.4694618765615425,0.07816174959295881,0.16894727862139566,0.45934540788248623,0.07680997203733761,0.21330110685353376,0.45280290127275047,0.10869941350619185,0.21052101655010566,0.4450398958832219,0.10716002467737398,0.08898768250933026,0.5608461341883875,0.029810599199079267,0.08483803100526251,0.5403818139783954,0.028964738916979108,4949.875,0.10804323291563711,0.12065264186295843,0.09534191809517334,0.12252814094784681
19,0.8307355651105651,0.003892252890380773,0.8340470909401125,110.0,109.5,0.5,0.5518184895211361,0.46477234075035034,0.7932906058311685,0.916503591790836,0.5420383044401098,0.4428866034742694,0.7901563595247216,0.9127221057527029,0.17245085995085996,0.4731392576063038,0.07740931149744815,0.16867855314792696,0.4612581544238029,0.075849139361812,0.2143120237235429,0.4579616955598902,0.10793030060816718,0.21046994241942252,0.44818151047886395,0.10569910289967344,0.08785299982196691,0.5571133965257307,0.029077207826456248,0.08412852800824328,0.5352276592496497,0.028787890941264847,4942.125,0.09915170096584042,0.12256574622798122,0.08704614877078576,0.12321298595966745
20,0.8293918918918919,0.004573486674396623,0.8318802252175397,60.0,59.375,0.5,0.5454618938251935,0.4134582732866951,0.791149163609491,0.9142854367389962,0.5371238201926367,0.40345410856165237,0.7888981006383098,0.911210327748947,0.17337223587223588,0.48338812664065767,0.07532430020726502,0.17057669339703124,0.4743476100080408,0.07419778357845294,0.21505843430975696,0.4628761798073634,0.10681257800389099,0.21219002997327224,0.4545381061748066,0.10537678860809233,0.08913360624902593,0.5965458914383477,0.025490970092827494,0.08638507044896576,0.5865417267133048,0.025041479641095824,4997.125,0.13366971163098434,0.12231222711063716,0.1320036205384984,0.12313627312950526
21,0.8296990171990172,0.004383938090792434,0.832592560996417,70.0,69.375,0.5,0.5506277507261498,0.4253936396523461,0.7921949883106258,0.9143258802989809,0.5420342479579532,0.4140463639426608,0.7890720133271247,0.9118049516890852,0.17306511056511056,0.4776612657134873,0.07673852241948029,0.1701160211567992,0.46816794841599935,0.07555200417832414,0.21483056314599402,0.4579657520420468,0.10862045300355952,0.21148852468168128,0.44937224927385017,0.10664408560577301,0.08865624309688011,0.5859536360573392,0.026282987715136888,0.08640901666348885,0.5746063603476539,0.02652977404366175,4982.875,0.12798788401529237,0.12273293836196042,0.12523411107380367,0.12213089198835503
22,0.8296990171990173,0.004565745929766129,0.8331897287152363,80.0,79.625,0.5,0.5554648796668554,0.45125002811718995,0.7927235492784707,0.9150599191453738,0.5437308674489364,0.4386480817012729,0.7889605683983038,0.9119686733309198,0.1734490171990172,0.4724573024873492,0.07886622004364968,0.16971933117215493,0.46018188912527036,0.07756348458239651,0.21522494153608235,0.45626913255106355,0.10992803419353395,0.2112470315140944,0.4445351203331446,0.10842691924387741,0.08907569529902895,0.5613519182987271,0.02966528263535173,0.08570132984153032,0.54874997188281,0.02891199863274537,4970.0,0.1050827857476635,0.12300810493261605,0.10421485154966548,0.1223363698669031
