,accuracy,accuracy_std,accuracy_train,complexity,complexity_final,epsilon,eqOpTrue_train,eqOpFalse_train,accTrue_train,accFalse_train,eqOpTrue,eqOpFalse,epsOpTrue_std,epsOpFalse_std,eps_test_std,accTrue,accFalse,ip,eps_test,acc_diff,eps_train,acc_diff_train
13,0.8253992628992629,0.0050675675675675436,0.8339361883637604,110.0,108.5,0.1,0.5399481290259575,0.502589232407304,0.7940003250481695,0.9148310305320114,0.5305426990588424,0.4762746831712349,0.017181236330291172,0.027998821102269367,0.010817584771978195,0.7844896829399588,0.9071791362841017,4922.0,0.054268015887607546,0.12268945334414294,0.03735889661865344,0.1208307054838419
14,0.8281633906633906,0.0029176904176904106,0.8327418529261219,60.0,60.0,0.1,0.5382102698988178,0.4767137387878176,0.7919344614431536,0.9153926115274509,0.5339039759103329,0.4547966401414677,0.0064778155727801545,0.03238284703801944,0.025905031465239287,0.7874402041845608,0.9095876141261056,4964.5,0.0791073357688652,0.12214740994154472,0.06149653111100023,0.12345815008429728
15,0.8283169533169532,0.002764127764127766,0.8331513393618837,70.0,70.0,0.1,0.5480342290439638,0.47718410567398883,0.7925209365502606,0.9154439831497667,0.5409673042249856,0.4547966401414677,0.0008829160393316049,0.03238284703801944,0.031499930998687836,0.7876656324983571,0.9095876141261056,4952.5,0.08617066408351792,0.12192198162774848,0.07085012336997498,0.12292304659950615
16,0.8283169533169533,0.0033783783783783994,0.8334755161235283,80.0,79.5,0.1,0.550804343705215,0.48047977422389465,0.7929293174140166,0.9156011038881726,0.5424047534960377,0.459070144414972,0.0009138955494835677,0.03665635131152373,0.03574245576204016,0.7874501807671864,0.9100293102391798,4944.5,0.08333460908106566,0.12257912947199334,0.07032456948132038,0.122671786474156
17,0.8261670761670762,0.003992628992628977,0.8334755161235283,90.0,89.0,0.1,0.5420511449309977,0.49694172942654213,0.7935921884018182,0.914262936815079,0.5347621083415429,0.47200117889773063,0.012961827047590746,0.02372531682876511,0.010763489781174362,0.785842252822736,0.9067374401710275,4935.5,0.06276092944381229,0.12089518734829152,0.045109415504455574,0.12067074841326075
18,0.8272420147420148,0.0032248157248156994,0.8340726838423478,100.0,100.0,0.5,0.5526367581248085,0.49177079402536616,0.7940006913742765,0.9152420035105381,0.5424976920264937,0.4762746831712349,0.005226243362639993,0.027998821102269367,0.022772577739629374,0.785842252822736,0.9100693096945063,4928.5,0.06622300885525878,0.12422705687177027,0.06086596409944234,0.12124131213626155
19,0.8253992628992629,0.0050675675675675436,0.8339361883637604,110.0,108.5,0.5,0.5399481290259575,0.502589232407304,0.7940003250481695,0.9148310305320114,0.5305426990588424,0.4762746831712349,0.017181236330291172,0.027998821102269367,0.010817584771978195,0.7844896829399588,0.9071791362841017,4922.0,0.054268015887607546,0.12268945334414294,0.03735889661865344,0.1208307054838419
20,0.8287776412776413,0.0023034398034397774,0.8328442245350622,60.0,60.0,0.5,0.5466122191510443,0.4640138328611948,0.7922665685349173,0.9150330101712401,0.5402330898343835,0.4461759504862953,0.0001487016487295434,0.04100353669319187,0.04085483504446233,0.7878910608121532,0.9105510052629071,4963.5,0.09405713934808813,0.1226599444507539,0.0825983862898495,0.12276644163632278
21,0.8283169533169532,0.002764127764127766,0.8331513393618837,70.0,70.0,0.5,0.5480342290439638,0.47718410567398883,0.7925209365502606,0.9154439831497667,0.5409673042249856,0.4547966401414677,0.0008829160393316049,0.03238284703801944,0.031499930998687836,0.7876656324983571,0.9095876141261056,4952.5,0.08617066408351792,0.12192198162774848,0.07085012336997498,0.12292304659950615
22,0.8283169533169533,0.0033783783783783994,0.8334755161235283,80.0,79.5,0.5,0.550804343705215,0.48047977422389465,0.7929293174140166,0.9156011038881726,0.5424047534960377,0.459070144414972,0.0009138955494835677,0.03665635131152373,0.03574245576204016,0.7874501807671864,0.9100293102391798,4944.5,0.08333460908106566,0.12257912947199334,0.07032456948132038,0.122671786474156
